Dim,Sparsity,conditionOnlyCanonical,conditionOnlyMean,mccc,mccm,mmcc,mmcm
100.0,0.1,0.01000000000021828,0.01000000000021828,0.01999999999998181,0.04000000000087312,0.0,0.0
100.0,0.2,0.01000000000021828,0.01000000000021828,0.010000000002037268,0.02000000000043656,0.0,0.0
100.0,0.3,0.01000000000021828,0.02000000000043656,0.030000000000654836,0.030000000000654836,0.009999999999763531,0.0
100.0,0.4,0.01000000000021828,0.01000000000021828,0.02999999999883585,0.02000000000043656,0.0,0.0
100.0,0.5,0.01000000000021828,0.01000000000021828,0.030000000000654836,0.019999999998617568,0.0,0.0
100.0,0.6,0.01000000000021828,0.01000000000021828,0.030000000000654836,0.02000000000043656,0.01000000000021828,0.0
100.0,0.6998,0.01000000000021828,0.019999999996798586,0.030000000000654836,0.02000000000043656,0.0,0.01000000000021828
100.0,0.8,0.01000000000021828,0.02000000000043656,0.030000000000654836,0.030000000000654836,0.0,0.0
100.0,0.9,0.01000000000021828,0.01000000000021828,0.11000000000012733,0.0499999999992724,0.0,0.01000000000021828
200.0,0.1,0.06000000000130967,0.0500000000001819,0.13000000000010914,0.07999999999992724,0.009999999998399293,0.0
200.0,0.2,0.5099999999983993,0.4400000000023283,0.11999999999989085,0.07999999999992724,0.01000000000021828,0.0
200.0,0.3,0.03999999999996362,0.0500000000001819,0.13000000000010914,0.05999999999994542,0.0,0.0
200.0,0.4,0.030000000000654836,0.04999999999972715,0.20999999999912689,0.09000000000014552,0.0,0.01000000000021828
200.0,0.5,0.03999999999996362,0.04999999999972715,0.13000000000010914,0.06999999999970896,0.01000000000021828,0.0
200.0,0.6,0.030000000000654836,0.02999999999883585,0.07000000000152795,0.06999999999970896,0.0,0.0
200.0,0.69995,0.06999999999970896,0.15000000000009095,0.6900000000000546,0.25,0.0,0.0
200.0,0.8,0.04000000000041837,0.04999999999972715,0.11000000000012733,0.07000000000016371,0.0,0.0
200.0,0.9,0.05000000000291038,0.08000000000174623,0.07999999999992724,0.07000000000016371,0.0,0.0
300.0,0.1,0.12000000000261934,0.17999999999665306,0.5,0.25,0.0,0.0
300.0,0.2,0.4899999999997817,0.5499999999992724,0.6900000000005093,0.22999999999956344,0.01000000000021828,0.0
300.0,0.3,0.22999999999956344,0.2900000000008731,0.3000000000001819,0.5700000000033469,0.0,0.0
300.0,0.4,0.13000000000010914,0.13000000000010914,0.6599999999998545,0.27000000000043656,0.0,0.009999999998399293
300.0,0.5,0.13000000000010914,0.1499999999996362,0.2600000000002183,0.26999999999952706,0.0,0.009999999998399293
300.0,0.6,0.06999999999970896,0.07999999999992724,0.13000000000101866,0.1499999999996362,0.01000000000021828,0.0
300.0,0.6999777777777778,0.0999999999994543,0.09000000000014552,1.0799999999999272,0.33000000000174623,0.0,0.01000000000021828
300.0,0.8,0.13000000000010914,0.15999999999985448,0.4099999999998545,0.2999999999992724,0.0,0.0
300.0,0.9,0.13000000000101866,0.15999999999985448,0.18999999999959985,0.11000000000058208,0.0,0.01000000000021828
400.0,0.1,0.12999999999919964,0.17000000000007276,0.4799999999995634,0.5100000000020373,0.009999999998399293,0.01000000000021828
400.0,0.2,0.11999999999989085,0.12999999999919964,0.8400000000001455,0.25,0.0,0.0
400.0,0.3,0.06999999999970896,0.06000000000130967,0.1400000000012369,0.14000000000032742,0.01000000000021828,0.01000000000021828
400.0,0.4,0.09000000000014552,0.06999999999970896,0.12999999999738066,0.12000000000261934,0.0,0.01000000000021828
400.0,0.5,0.059999999999490676,0.06999999999970896,0.13999999999941792,0.13000000000010914,0.0,0.0
400.0,0.6,0.13000000000101866,0.12999999999919964,0.3400000000001455,0.25,0.0,0.0
400.0,0.6999875,0.1000000000003638,0.13000000000101866,0.2699999999999818,0.27999999999883585,0.0,0.01000000000021828
400.0,0.8,0.3100000000013097,0.2199999999993452,0.13999999999941792,0.15000000000009095,0.0,0.01000000000021828
400.0,0.9,0.05999999999994542,0.06999999999970896,1.0299999999988358,0.4700000000011642,0.0,0.01000000000021828
500.0,0.1,0.15999999999985448,0.15999999999985448,0.75,0.4000000000014552,0.0,0.009999999998399293
500.0,0.2,1.1000000000003638,0.7999999999992724,0.4299999999984721,0.6100000000005821,0.01000000000021828,0.0
500.0,0.3,0.12000000000080036,0.11999999999989085,0.2899999999999636,0.25,0.0,0.01000000000021828
500.0,0.4,0.1099999999969441,0.11000000000058208,1.289999999999054,1.0500000000010914,0.0,0.009999999998399293
500.0,0.5,0.11999999999898135,0.13999999999941792,0.6300000000001091,0.3599999999996726,0.0,0.01000000000021828
500.0,0.6,0.17000000000007276,0.20999999999912689,0.3400000000001455,0.4099999999998545,0.01000000000021828,0.0
500.0,0.6999920000000001,0.12999999999738066,0.12000000000261934,1.4500000000007276,0.22999999999956344,0.0,0.01000000000021828
500.0,0.8,0.11999999999989085,0.11999999999989085,0.2899999999999636,0.2600000000020373,0.0,0.019999999998617568
500.0,0.9,0.27000000000043656,0.13999999999941792,0.2900000000008731,1.0900000000001455,0.0,0.01000000000021828
600.0,0.1,0.2199999999997999,0.2199999999997999,0.5499999999997272,1.3999999999996362,0.01000000000021828,0.0
600.0,0.2,0.1899999999986904,0.21000000000094587,0.6500000000000911,0.5999999999999089,0.009999999999763531,0.01000000000021828
600.0,0.3,0.17000000000007276,0.17000000000007276,0.7000000000002728,0.75,0.0,0.0
600.0,0.4,0.30999999999994543,0.5499999999992724,0.6700000000000728,1.5599999999999454,0.009999999998399293,0.01000000000021828
