Dim,Sparsity,denseMatrixDotMatrix,denseMatrixDotVector,denseMatrixDotVectorFlattened,inversionTimeDense,inversionTimeDenseToSparse,inversionTimeSparse,inversionTimeSparseCSC,inversionTimeSparseToDense,inversionTimeToDenseSplit,sparseMatrixDotMatrix,sparseMatrixDotVectorWithScipySparse,sparseSubsetFI,sparseSubsetIX
400.0,0.5,0.02067499997792765,0.00030700000934302807,0.0003429999924264848,0.034868000002461486,0.11849399999482554,1.9425060000212402,1.5806940000038594,2.4370589999889494,2.438801999989664,0.3522930000035558,0.0017710000101942573,0.01937199998064898,0.015858000000008587
400.0,0.6,0.02065399999264628,0.0003009999927598983,0.000350000016624108,0.037057000000004336,0.12309600000000387,1.9443539999920176,1.00361499999417,1.0101209999993443,1.0099670000054175,0.1108049999747891,0.0006409999914467335,0.007732000027317555,0.014488000000000056
400.0,0.6999875,0.02064899998367764,0.0002930000046035275,0.0003020000000049094,0.03470800002105534,0.11587799998233095,2.8789359999937005,2.4433330000028946,2.2454120000038533,1.0223039999982575,0.06996500000241213,0.0003200000000020964,0.006788999999997714,0.013653000000005022
400.0,0.8,0.04091300000000332,0.0005440000095404685,0.00047199998516589403,0.08108899998478591,0.19422600000000045,1.9708399999944959,1.0259950000036042,1.0338470000133384,1.6399640000017826,0.09307100001024082,0.0005620000000021719,0.015180999999998338,0.030054999999990176
400.0,0.9,0.02065200000001255,0.00032100000001378254,0.0003379999999992833,0.03502800000001116,0.11756600000080653,1.9949780000024475,1.042247999997926,1.0482020000054035,1.0479990000021644,0.02065799999400042,0.0002659999881871045,0.006865000000004784,0.011764999999996915
500.0,0.1,0.04148099999997612,0.00035200000002078013,0.0003829999999993561,0.06559699999996838,0.20263899999997648,2.3046470000000454,1.4831269999999677,3.6165159999999914,3.152953000000025,0.6700629999999705,0.0010949999999638749,0.011067999999966105,0.022770999999977448
500.0,0.2,0.04016900001442991,0.0003629999991972,0.0003629999991972,0.060177000006660826,0.1870179999968969,2.3422589999972843,1.754480000003241,3.53974899998866,2.7390939999999944,0.6559669999987818,0.0009660000068834053,0.012735000025713816,0.054171999999994114
500.0,0.3,0.0414079999999899,0.0003679999790620059,0.0004469999985303729,0.06764100000003738,0.1999210000000176,2.336752000002889,1.4683310000000065,3.350215999991633,1.9032899999874644,0.5755710000230465,0.0008789999999976318,0.010316000028979031,0.022761000000002696
500.0,0.4,0.04017899997415952,0.0003600000054575503,0.0004430000117281453,0.06130400000256486,0.18678299999737646,2.334856999994372,2.6369209999975283,2.689006000000518,1.9821679999877235,0.4323319999966769,0.0008070000039879233,0.0097949999908451,0.05457899999998972
500.0,0.5,0.04005999999935739,0.0003699999942909926,0.0004400000034365803,0.060044000012567274,0.1866230000014184,2.3444739999977173,1.4940699999999936,1.6225019999837968,1.4762740000151098,0.3097469999920577,0.0007469999982276931,0.009201000008033587,0.06334399999997231
500.0,0.6,0.047841000006883405,7.400000001211994e-05,6.200000643730164e-05,0.0616720000107307,0.187767000000008,2.353097000013804,1.4822429999912856,1.5120810000000233,1.8784579999919515,0.2117549999999824,0.0007219999970402569,0.008592999991378747,0.02112600000000953
500.0,0.6999920000000001,0.04000999999698252,0.0003629999991972,0.0003859999997075647,0.06010299999616109,0.1897659999958705,2.337616999982856,2.8813219999999826,2.90012299999944,1.7595640000000117,0.13663499999998407,0.0006870000070193782,0.011887999999999007,0.024922000000003663
500.0,0.8,0.04017100000055507,0.0003609999999980573,0.0003890000000126293,0.06476399999999671,0.1858910000009928,2.6834749999999867,3.5867369999905354,2.829197999999991,1.5118500000000097,0.07093699999677483,0.0005499999970197678,0.007455999992089345,0.018083999999987558
500.0,0.9,0.04020899999886751,0.0003739999956451357,0.00044299999717622995,0.0601629999873694,0.18654199999582488,2.4021190000057686,2.0339819999999804,3.650393999996596,3.2781499999982766,0.0832409999999868,0.0005209999999920001,0.015189999999989824,0.03819599999999923
600.0,0.1,0.07136799997533673,0.0007179999956861137,0.0005169999785721302,0.10144100000616164,0.2819959999760613,4.1690510000000245,4.291547000000719,2.0399390000000044,2.023574999999255,0.7787530000059633,0.0015420000127051026,0.013743000000033593,0.032807999999988624
600.0,0.2,0.05524100000002363,0.00023299999998016569,0.017246000000000098,0.10054300000001604,0.2943309999999997,3.038139000000001,2.119942999999978,2.1081330000000094,4.620267000000013,0.7304559999999469,0.0033189999999763127,0.02987999999999147,0.0755980000000136
600.0,0.3,0.07131299999309704,0.0007009999826550484,0.000606999994488433,0.10025600000517444,0.2817299999878742,2.862661999999545,2.101331000000016,4.4159100000106255,2.9556869999999558,0.6450360000017099,0.001213999988976866,0.01260199999995848,0.032891000000006436
600.0,0.4,0.07051299999875482,0.0006949999951757492,0.0005119999987073243,0.099447999993572,0.2813709999900311,2.92472799999814,3.8819540000000083,3.715142000000924,2.1202329999999847,0.5884800000058021,0.001180000021122396,0.011721999966539444,0.03172800000004372
600.0,0.5,0.07300700000001825,0.0005349999992176888,0.0005210000090301037,0.1185570000000098,0.3104720000000043,4.951509000005898,2.0970300000000184,2.0751040000177454,2.4769039999955567,0.5185779999999909,0.0010070000134874137,0.010902000009082258,0.030838000000073862
600.0,0.6,0.07528499999898486,0.0009180000051856039,0.0011750000000461116,0.12065599999999675,0.3066469999999981,4.753066000000048,2.0491310000000453,2.0915200000000027,2.077611999993678,0.35162200000195304,0.0008020000095712021,0.009919000032823531,0.0780709999999658
600.0,0.6999944444444445,0.07317300000005389,0.0005530000053113326,0.0005030000029364602,0.12101899999998975,0.3079199999999673,2.89438899999368,3.7465270000102464,3.2537739999970654,2.1355749999999603,0.2141659999906551,0.0005909999999857972,0.008354999999994561,0.0268989999999576
600.0,0.8,0.16222199999901932,0.0008669999951962383,0.001117000007070601,0.22958299999299925,0.6557349999930011,4.1865620000171475,2.043705999996746,2.049563999986276,2.1509660000000395,0.11576999999999772,0.000436999999976706,0.007597999999973126,0.0247529999999756
600.0,0.9,0.07093600000371225,0.000514000013936311,0.0005729999975301325,0.1003340000170283,0.27916500001447275,3.367051000000004,2.09572000001208,2.162902999999972,4.529043999995338,0.12701799999922514,0.0006399999999757711,0.015855999999985215,0.05405400000000782
700.0,0.1,0.11066500000003998,0.0012150000000019645,0.0011439999999538484,0.17425100000002658,0.4250569999999243,6.7831200000000536,2.9830100000000366,2.8769780000000083,6.021286000000032,0.6955649999999878,0.004909999999995307,0.04050300000005791,0.0986440000000357
700.0,0.2,0.11008399998536332,0.0018059999856632203,0.0011480000102892518,0.1554609999875538,0.40508100000442937,3.5655189999961285,3.811426999993273,5.65983600000004,2.903014999999982,0.8015169999853242,0.001892999978736043,0.015206999999918482,0.04379000000005817
700.0,0.3,0.2573350000020582,0.0013790000000426517,0.0020809999999755746,0.15516999998362735,0.4053989999956684,3.512234999987413,3.9380610000000615,5.4651629999999605,2.8619909999979427,0.7033090000040829,0.0017119999974966054,0.014300999988336116,0.0434819999999263
700.0,0.4,0.11013699999602976,0.001216999999996915,0.0011439999798312785,0.15536099998280406,0.4097450000117533,3.5302129999909084,6.136692000000039,6.7303959999990175,3.0403530000039614,0.6235169999999925,0.000371999999970285,0.012986000016098842,0.030724000000077467
700.0,0.5,0.11107799998717384,0.001197999983560294,0.001100000023143366,0.15314600001147485,0.4104230000084499,3.48556900001131,6.514222000000018,2.8430999999982305,2.8194640000001527,0.7019520000000057,0.0011930000000575092,0.011549000017112121,0.04127699999992274
700.0,0.6,0.2587729999795556,0.0013679999974556267,0.0017530000186525285,0.3469639999966603,0.9230749999987892,3.5521440000156868,3.6948849999999993,5.129175999987638,2.8847880000000146,0.4876990000047954,0.0010609999999928732,0.010795999999970718,0.039562999999986914
700.0,0.699995918367347,0.1099629999953322,0.0012189999999918655,0.0011190000077476725,0.15658099998836406,0.4055629999929806,4.902630000000045,2.938122999999905,4.631454000000018,4.347255000000587,0.33060200000181794,0.0008059999963734299,0.009560000005876644,0.03623800000002575
700.0,0.8,0.1130099999999743,0.0013340000004973265,0.0011790000000360126,0.17206399999997754,0.4295380000000364,3.724885999996332,5.8816249999799775,3.0002470000000017,3.002299999999991,0.17348799998580944,0.0008369999995920807,0.009028999999998177,0.033925000000010634
700.0,0.9,0.1100989999831654,0.0011759999999867432,0.001129999989643693,0.15482700000006844,0.4061260000162292,6.896240000001852,3.4555210000107763,2.984608999977354,6.167896999999982,0.0983850000000075,0.0012470000000348591,0.018246999999973926,0.07120100000008732
800.0,0.1,0.16172500000004675,0.0016629999881843105,0.002337000000011357,0.21892600000137466,0.5525239999988116,5.303367000000435,7.052486999999927,3.9723609999928167,7.604796999999963,1.1351250000006985,0.002793999999994412,0.02031900000008591,0.05643099999997502
800.0,0.2,0.16313300000001618,0.002744000000006963,0.002635000000054788,0.2443329999999833,0.5864239999999654,6.895682999999963,3.875864999999976,7.549011000000062,3.942005999999992,1.3716269999999895,0.0024280000000089785,0.01855899999998201,0.057534000000032386
800.0,0.3,0.1617509999923641,0.002060999999912383,0.002269999997224659,0.21894500000053085,0.5474929999909364,5.225135999993653,6.762619999994057,3.8833270000000084,7.444832000000019,1.3091730000160169,0.0049270000017713755,0.02728000000934116,0.021793999999886186
800.0,0.4,0.1616910000157077,0.0016810000233817846,0.002259000000776723,0.21883499999239567,0.545060000004014,5.034476000000723,4.8314509999909205,6.633212999993702,4.142895999999952,0.906145999993896,0.0018890000000055809,0.015363000000093054,0.057426000000077686
800.0,0.5,0.16176600000471808,0.002382000006036833,0.0022690000187139962,0.21836500000790693,0.5439089999999851,6.413995999999997,5.487680999999952,4.575276000000031,6.882261999999969,0.5288819999999532,0.0016479999903822318,0.013544000000138112,0.0548159999998461
800.0,0.6,0.16167300000961404,0.0017439999999169233,0.0022380000009434298,0.2186140000121668,0.5470769999956246,7.892048000008799,3.9416729999999234,3.919278999994276,3.986119000000031,0.4695819999906234,0.0013020000042160973,0.012061999999900763,0.051684000000022934
800.0,0.699996875,0.16182100000150967,0.002489000005880371,0.002315999998245389,0.21868499999982305,0.5483609999937471,8.195988999999827,4.3965870000000695,6.216226000000006,5.420859999999949,0.4045549999864306,0.0009699999936856328,0.010467999993124977,0.047893000000044594
800.0,0.8,0.3697740000206977,0.0020210000220686197,0.002903000015066937,0.4973870000103489,1.261923999991268,8.249157999999966,3.9898129999928633,4.022179999999935,4.611288999999943,0.1506589999771677,0.001588999992236495,0.01973800000268966,0.042749999999955435
800.0,0.9,0.16572400000006834,0.0017639999999801148,0.002457999999933236,0.26490400001057424,0.5907440000000861,8.131644000008237,4.156923999995343,6.663267000010817,4.208300000000008,0.10497999998915476,0.0004079999926034361,0.007456999999703839,0.03773999999998523
900.0,0.1,0.2285669999998845,0.002341999992495403,0.0028789999998934945,0.31298299998161383,0.7321700000029523,9.030659999999898,5.226852000000008,5.837937000003875,7.99451700001373,1.5669590000034077,0.0019720000000233995,0.014284000000088781,0.04130299999997078
900.0,0.2,0.22850500000004104,0.0022579999931622297,0.0028560000000652512,0.3133559999987483,0.7319850000058068,8.958094999999958,5.178208999999924,5.177651000005426,8.793590999994194,1.1534959999844432,0.003080000009504147,0.02197400000295601,0.04154400000015812
900.0,0.3,0.22798699999998465,0.0019049999998514977,0.0028749999999035936,0.3124410000000353,0.7322839999999359,7.0317179999999535,10.710669000000053,5.476131000000123,8.780023000000027,0.8890619999999672,0.002715999999963969,0.019706000000041968,0.07306500000004235
900.0,0.4,0.2263700000000881,0.0022400000016205013,0.002844000002369285,0.313748000015039,0.7326620000239927,8.300700000021608,6.147486000001662,8.655046999999968,7.400462999999945,1.1579400000046007,0.0013559999933931974,0.010861999995540828,0.04175600000007762
900.0,0.5,0.22830300001078285,0.0023449999862350523,0.002788000000009561,0.31329700000060257,0.7387959999998657,9.145553000009386,6.2871529999999884,8.210121000010986,7.310644999990473,0.7195860000210814,0.0019470000000865184,0.015671999999881336,0.06960300000002917
900.0,0.6,0.2286699999999655,0.0020020000001750304,0.0027769999869633466,0.31329399999231106,0.7316460000001825,7.76290099999983,6.393868999999995,8.830950000003213,5.989409000001615,0.6869539999897825,0.0015610000000378932,0.013662000000067565,0.06555299999990892
900.0,0.6999975308641976,0.22868000000016764,0.002452000000630505,0.00290099999983795,0.3136869999871124,0.7318569999999909,6.277531999999838,8.240865999999869,7.206371000007491,7.300617000000784,0.3289290000000165,0.0012879999999313438,0.011976999999887994,0.060842999999749736
900.0,0.8,0.2286840000015217,0.00225499999942258,0.0028089999977964912,0.3133769999840297,0.7293639999988955,8.871980000010806,5.709393999990425,8.94657400000142,6.069570999999996,0.2084340000001248,0.0005049999890616164,0.005940000002738088,0.03246599999999944
900.0,0.9,0.2284010000003036,0.002261999994516373,0.002788999999893349,0.3134260000078939,0.7317679999978282,9.40130900000804,5.322258000000146,8.998790999990886,7.3724760000186516,0.08494800000005398,0.0004549999999881038,0.005139999999983047,0.028488999999922267
1000.0,0.1,0.2326379999999517,0.002035999999861815,0.0021329999999579736,0.9926299999999628,2.1202290000001085,12.485243999999964,10.08075000000008,7.368043999999827,9.382611999999881,1.7162909999999556,0.0042889999999715656,0.02818999999999505,0.08748900000023241
1000.0,0.2,0.30352299999503884,0.003245999978389591,0.0035199999983888115,0.4239999999990687,0.9824339999904624,10.329263999999966,10.25268700000015,9.655405000012252,10.178952999999863,1.3700710000121037,0.0008619999862276018,0.006158000000141328,0.020852999999988242
1000.0,0.3,0.3035339999998996,0.003628999984357506,0.0035100000095553696,0.4285700000036741,0.9779390000039712,10.295301000005566,9.078873999998905,9.864719999999807,9.70029799999611,1.2366389999806415,0.0018890000064857304,0.013612000009743495,0.05227700000000368
1000.0,0.4,0.2254160000011325,0.002106999992975034,0.0020939999958500266,0.9562690000020666,2.099825999990572,10.41828899999382,10.230435000004944,7.936405000000378,8.668872999987798,0.833202000008896,0.002873999997973442,0.020900000003166497,0.05215500000008433
1000.0,0.5,0.2347679999998036,0.0021059999999124557,0.0020969999895896767,0.8844380000000456,2.0741179999895394,10.331329999999982,10.184867999982087,8.678413999999975,8.821365000010701,0.609184999979334,0.0024330000001100416,0.01823599999988801,0.08610700000008364
1000.0,0.6,0.3034969999862369,0.0035789999819826326,0.002060999999912383,0.4216090000118129,0.968139999982668,10.411450999999943,9.17715300000009,7.602579000000105,10.405278999999835,0.408055000000104,0.0010990000155288726,0.00930000000516884,0.08121000000005553
1000.0,0.699998,0.2437600000000657,0.0021129999950062484,0.0021180000039748847,0.9362810000020544,2.0608859999999822,10.498377999989316,8.546469000008074,10.4409949999972,11.093818000008467,0.3076939999882597,0.0003859999997075647,0.003335999994305893,0.017368999999916927
1000.0,0.8,0.30368499999985943,0.0020419999927980825,0.0020619999995687976,0.4234800000001542,0.9773769999999332,11.136329000000842,10.405360999982806,8.897235999989789,9.799173999999994,0.27850800000305753,0.0010210000000370199,0.010921000000053029,0.06763699999987692
1000.0,0.9,0.2319829999999001,0.0020819999917875967,0.00207500000010441,0.9590050000115298,2.094519999984186,12.520965999999815,8.45676000000094,8.716147000013732,9.437112000014167,0.11013200000161304,0.0003300000000763248,0.005132999998750165,0.03476100000011684
1100.0,0.1,0.41195799999968585,0.00409799999988536,0.004186000000117929,0.5714880000000448,1.2353360000001885,12.140362999999981,11.88159799999994,12.092795999999908,12.09534900000017,2.9012870000001385,0.0028790000001208678,0.019222999999783497,0.06306500000027881
1100.0,0.2,0.31293399998685345,0.002515000000130385,0.0025610000011511147,1.2579919999989215,2.353570999985095,12.55085199999985,12.112217000001692,12.131798999995224,8.907841000007465,2.2965610000001107,0.0025970000001507287,0.01794599999266211,0.06345399999963773
1100.0,0.3,0.4111100000154693,0.002517000000807457,0.002596999998786487,0.5577749999938533,1.256509000000051,14.292723999999907,12.077346000005493,12.142605000000913,12.138404999976046,1.4074170000001232,0.004095000000006621,0.027767000000039843,0.04003499999998894
1100.0,0.4,0.31285400000342634,0.002401999998255633,0.002521000000115237,1.262455999996746,2.354107999999542,12.951393999999935,12.045436000000336,11.177760999999919,11.134361000000126,1.0828089999999977,0.001955999999836422,0.014333000000078757,0.06459799999993265
1100.0,0.5,0.41113100000075065,0.0035579999967012554,0.0041670000000522105,0.7456329999999979,1.228078000000096,12.035834999987856,12.051982999997563,11.001892000000224,12.102940000011584,0.7347829999998794,0.002824000000146043,0.020784999986062758,0.03671500000018568
1100.0,0.6,0.3128209999995306,0.002445999998599291,0.002514000007067807,1.2504490000137594,2.3540450000145943,12.125311000010695,11.271017999999454,11.718319999999947,11.13730600000008,0.4722400000027847,0.002310999989276752,0.01773900000262074,0.059201999999913824
1100.0,0.699998347107438,0.4110639999998966,0.0023880000001099693,0.004172999993897975,0.5540049999981421,1.2179579999938142,12.170024000000012,12.196220999999928,11.032623000006422,11.264451000000005,0.5519440000061877,0.0010070000000723669,0.008939000000054875,0.05450100000007296
1100.0,0.8,0.31272200000239536,0.0024560000019846484,0.0025319999986095354,0.5732789999999568,1.8352309999754648,14.449517999999898,12.242729999998119,12.316701000003375,12.262042999999947,0.1469259999867063,0.001185000000987202,0.012369999996735714,0.01910700000007637
1100.0,0.9,0.3131320000102278,0.0024559999874327327,0.0024950000079115853,1.2621579999977257,2.3528599999990547,14.513809000025509,12.009233999997376,12.189187999989375,12.394865000009306,0.07297099998686463,0.0006540000031236558,0.009015000017825514,0.016125999999985652
1200.0,0.1,0.39410799999996016,0.0027770000001510198,0.003034000000297965,1.6696999999999207,2.3549259999999776,14.319490999999745,17.932096999999885,17.60494400000016,14.183394000000137,2.948913000000174,0.0014210000003913592,0.008638000000246393,0.03004899999996269
1200.0,0.2,0.3802629999991041,0.0047239999998964785,0.004879000000073575,0.7335419999999431,1.5236049999998609,16.123069000000214,14.170668000006115,17.39545399998315,13.442136000012395,2.3524219999962948,0.0012799999967683107,0.007918999996036291,0.030185999999957858
1200.0,0.3,0.37200399998982897,0.002876000013202429,0.0028919999895151705,0.7375010000000657,1.5240029999999931,14.158909000000222,14.361241999999947,14.156692000018664,14.508369000002856,1.826987000007648,0.0011209999997845443,0.007136000000173227,0.02975199999991673
1200.0,0.4,0.3826720000070054,0.004704000006313436,0.0047670000058133155,0.7189030000008643,1.4992670000065118,14.218673999999735,14.190588999976173,15.083574999996927,14.629503000000115,1.3528749999968568,0.0009639999998398707,0.0062569999863626435,0.029704999999921718
1200.0,0.5,0.3739040000073146,0.002837999985786155,0.0029689999937545512,1.6099820000090403,1.499674000000141,15.476068999996645,14.716852000000017,14.66022999997949,16.736000999982938,0.9540940000006228,0.0007929999992484228,0.005614000000150554,0.029021999999713444
1200.0,0.6,0.3835440000111703,0.004783000000315951,0.00479300000006333,1.6148029999894788,1.5264229999997951,14.692497999999885,14.280134999979055,17.731901999999536,15.557432000001429,0.6134000000001834,0.0006379999977070838,0.004669000016292557,0.027434999999968568
1200.0,0.6999986111111111,0.3940899999870453,0.002818999999817607,0.002872999999908643,1.6232179999933578,2.353899000000183,15.608806000003824,15.397625999990847,15.656398999999508,15.264885000011418,0.3521079999918584,0.0004879999905824661,0.0039209999958984545,0.025381999999808613
